Size 1559,2
0.000000000000000000e+00,3.387192981455607044e-02
0.000000000000000000e+00,5.936262049079892153e-04
2.006073907943359529e-03,0.000000000000000000e+00
0.000000000000000000e+00,5.367417768893303388e-03
0.000000000000000000e+00,8.241079914241966967e-03
-5.522261645709536067e-04,9.586563514822567592e-03
4.207496214590187330e-04,1.471218820406556931e-02
0.000000000000000000e+00,2.342880026189919987e-02
0.000000000000000000e+00,3.050976237427863169e-02
-1.368306323333028226e-03,3.354511174206319113e-02
0.000000000000000000e+00,7.908686987010494010e-04
0.000000000000000000e+00,1.312698038162348011e-03
0.000000000000000000e+00,1.899226647384852492e-03
0.000000000000000000e+00,2.503303405717441539e-03
0.000000000000000000e+00,3.107705326281332350e-03
0.000000000000000000e+00,3.703711257526581813e-03
0.000000000000000000e+00,4.289175443106255786e-03
0.000000000000000000e+00,4.858307558437983432e-03
0.000000000000000000e+00,5.407043822305003002e-03
0.000000000000000000e+00,5.942096233413348555e-03
0.000000000000000000e+00,6.462821819430517901e-03
0.000000000000000000e+00,6.972579341294896441e-03
0.000000000000000000e+00,7.481119939624626854e-03
0.000000000000000000e+00,7.995793493734986226e-03
0.000000000000000000e+00,8.528958660850903192e-03
0.000000000000000000e+00,9.087046210522005743e-03
0.000000000000000000e+00,9.679134182020088933e-03
0.000000000000000000e+00,1.030402560201075512e-02
0.000000000000000000e+00,1.095781030768401554e-02
0.000000000000000000e+00,1.163882324045269721e-02
0.000000000000000000e+00,1.233415339125041102e-02
0.000000000000000000e+00,1.303699062731243120e-02
0.000000000000000000e+00,1.374556001122921069e-02
0.000000000000000000e+00,1.444807840294140555e-02
0.000000000000000000e+00,1.517054629906533850e-02
0.000000000000000000e+00,1.592638502682692386e-02
0.000000000000000000e+00,1.671863642433682809e-02
0.000000000000000000e+00,1.753845701499495355e-02
0.000000000000000000e+00,1.837131149628557988e-02
0.000000000000000000e+00,1.920032607280070663e-02
0.000000000000000000e+00,2.001355544962929445e-02
0.000000000000000000e+00,2.079991678168960009e-02
0.000000000000000000e+00,2.155162002485759912e-02
0.000000000000000000e+00,2.226224186577100556e-02
0.000000000000000000e+00,2.292471004446090463e-02
0.000000000000000000e+00,2.354668215705052123e-02
0.000000000000000000e+00,2.412877723443157194e-02
0.000000000000000000e+00,2.467660972294637503e-02
0.000000000000000000e+00,2.519771956266165722e-02
0.000000000000000000e+00,2.569752735566527627e-02
0.000000000000000000e+00,2.618214666634229026e-02
0.000000000000000000e+00,2.665447749246247638e-02
0.000000000000000000e+00,2.711680735379288359e-02
0.000000000000000000e+00,2.756972172525811240e-02
0.000000000000000000e+00,2.801434576952819763e-02
0.000000000000000000e+00,2.844978506401259211e-02
0.000000000000000000e+00,2.887603308950744199e-02
0.000000000000000000e+00,2.929165004885939116e-02
0.000000000000000000e+00,2.969526136688134879e-02
0.000000000000000000e+00,3.008501744908750886e-02
0.000000000000000000e+00,3.045935450856142659e-02
0.000000000000000000e+00,3.081630631642187645e-02
0.000000000000000000e+00,3.115372480170803052e-02
0.000000000000000000e+00,3.147076107403502104e-02
0.000000000000000000e+00,3.176587999787969935e-02
0.000000000000000000e+00,3.203934719075581666e-02
0.000000000000000000e+00,3.229080730397922150e-02
0.000000000000000000e+00,3.252151739697801275e-02
0.000000000000000000e+00,3.273128177711411707e-02
0.000000000000000000e+00,3.292325422660680873e-02
0.000000000000000000e+00,3.309714382787524306e-02
0.000000000000000000e+00,3.325537477197833269e-02
0.000000000000000000e+00,3.340001858690474362e-02
0.000000000000000000e+00,3.353329084308637881e-02
0.000000000000000000e+00,3.365474894549633916e-02
0.000000000000000000e+00,3.376698245750126698e-02
1.861612433674626060e-03,0.000000000000000000e+00
1.714823864776028432e-03,0.000000000000000000e+00
1.563170795335418412e-03,0.000000000000000000e+00
1.405424357737238223e-03,0.000000000000000000e+00
1.242252944604221344e-03,0.000000000000000000e+00
1.074914055089599713e-03,0.000000000000000000e+00
9.030737589786453452e-04,0.000000000000000000e+00
7.275093379882237700e-04,0.000000000000000000e+00
5.503892390878489978e-04,0.000000000000000000e+00
3.746915402411941411e-04,0.000000000000000000e+00
2.003090221465152762e-04,0.000000000000000000e+00
8.913058909215702472e-04,4.913774033240616949e-03
1.280290863212066180e-03,4.520403956258534257e-03
1.523428999012646761e-03,4.125652894299667792e-03
1.684711233066029778e-03,3.712515372801522291e-03
1.793371561365293861e-03,3.290442855644716731e-03
1.870624145480352359e-03,2.844711640767223337e-03
1.921625556591827688e-03,2.389607190561024615e-03
1.957842795264409450e-03,1.923956403871181610e-03
1.981030231986066585e-03,1.449989137175914343e-03
1.996000079506531511e-03,9.689739483208965626e-04
2.003199992892723980e-03,4.854994093576692031e-04
0.000000000000000000e+00,8.086185519300972957e-03
0.000000000000000000e+00,7.876229285808215852e-03
0.000000000000000000e+00,7.623849094309686179e-03
0.000000000000000000e+00,7.334101318812777381e-03
0.000000000000000000e+00,7.010498894586621350e-03
0.000000000000000000e+00,6.657129933742646048e-03
0.000000000000000000e+00,6.273333898046186755e-03
0.000000000000000000e+00,5.847692787556594413e-03
-5.746110861260596715e-04,9.506187154801662084e-03
-5.913284033714321904e-04,9.429557333723338763e-03
-6.028286548299830122e-04,9.355279892983235299e-03
-6.103685210510421781e-04,9.283104457129091880e-03
-6.138198027125337441e-04,9.211677270836830106e-03
-6.136815205003240837e-04,9.139358257691037116e-03
-6.092016410987909948e-04,9.063253475493145139e-03
-5.989509721992814775e-04,8.980171765703448897e-03
-5.802200686516801502e-04,8.883229366704234117e-03
-5.436387198954139395e-04,8.760495770372002389e-03
-4.726529005947863551e-04,8.605734130888963163e-03
-3.358467489827289694e-04,8.422841820927217185e-03
3.675427124151056939e-04,1.448349055059111601e-02
3.169634723392176189e-04,1.424262286700483417e-02
2.640642889365913933e-04,1.398816176052783238e-02
2.119789996734493351e-04,1.373960162235529116e-02
1.616790246609207883e-04,1.348607233251899670e-02
1.121131986979635481e-04,1.323307303414460699e-02
6.397015709646949910e-05,1.298459191853023643e-02
2.008851696839141282e-05,1.273933407509130616e-02
-2.506978989981410282e-05,1.249867790587501533e-02
-6.736870757979416429e-05,1.226286979038229523e-02
-1.094521433298913939e-04,1.203435222199651482e-02
-1.490247687302187647e-04,1.181214795264737619e-02
-1.850224891660323515e-04,1.160243074613314523e-02
-2.180006795171663986e-04,1.139810589444764134e-02
-2.537363325334997710e-04,1.120029481626204186e-02
-2.847245538951859362e-04,1.101496157609597841e-02
-3.123785778813384676e-04,1.083689829314981451e-02
-3.399830721334066975e-04,1.067146786448655918e-02
-3.673062142397189793e-04,1.051425576329888603e-02
-3.916394950474802721e-04,1.036402631701012662e-02
-4.155312788648587389e-04,1.022640917914267693e-02
-4.387196432400896772e-04,1.009794169463053455e-02
-4.604009632795217103e-04,9.976952730898708613e-03
-4.822678826972624875e-04,9.866620299788979656e-03
-5.048198707057054450e-04,9.764986453660497862e-03
-5.278047920726572362e-04,9.671641496005838751e-03
4.964799015261339927e-04,2.280527921446398598e-02
7.071972308542802572e-04,2.219668401155586515e-02
8.281355758054623640e-04,2.156300271853054187e-02
8.973051642445636304e-04,2.089122042973074952e-02
9.325259786005162888e-04,2.018321217330804399e-02
9.404189010114336967e-04,1.943927741845722160e-02
9.257439524482602650e-04,1.867257378803641871e-02
8.989936274120145440e-04,1.806803599171420346e-02
